Marka,Model,Godiste,Kilometraza,Karoserija,Gorivo,Kubikaza,Snaga motora,Cena,Pogon,Menjac,Boja
Peugeot,508,2012,234253,Limuzina,Dizel,2.0,140,7950,Prednji ,Manuelni 6 brzina ,Crna
Peugeot,508,2016,143260,Limuzina,Dizel,2.0,150,11900,Prednji ,Manuelni 6 brzina ,Bela
Peugeot,508,2012,207000,Limuzina,Dizel,2.0,165,7490,Prednji ,Manuelni 6 brzina ,Siva
Peugeot,508,2014,182000,Limuzina,Dizel,2.0,160,8650,Prednji ,Automatski / poluautomatski ,Crna
Peugeot,508,2017,149000,Limuzina,Dizel,2.0,150,13700,Prednji ,Manuelni 6 brzina ,Druga
Peugeot,508,2015,198000,Karavan,Dizel,2.0,165,10950,Prednji ,Automatski / poluautomatski ,Crna
Peugeot,508,2013,185235,Limuzina,Dizel,2.0,165,7800,Prednji ,Automatski / poluautomatski ,Siva
Peugeot,508,2015,198000,Limuzina,Dizel,2.0,150,10700,Prednji ,Manuelni 6 brzina ,Siva
Peugeot,508,2011,278001,Karavan,Dizel,2.0,165,6900,Prednji ,Automatski / poluautomatski ,Crna
Peugeot,508,2011,152481,Karavan,Dizel,2.0,140,6800,Prednji ,Manuelni 6 brzina ,Crna
Peugeot,508,2017,127127,Limuzina,Dizel,2.0,150,14500,Prednji ,Manuelni 6 brzina ,Siva
Peugeot,508,2015,209000,Limuzina,Dizel,2.0,140,10800,Prednji ,Manuelni 6 brzina ,Bela
Peugeot,508,2016,202350,Karavan,Dizel,2.0,160,11200,Prednji ,Automatski / poluautomatski ,Plava
Peugeot,508,2011,181900,Limuzina,Dizel,2.0,140,7300,Prednji ,Manuelni 6 brzina ,Siva
Peugeot,508,2015,138000,Limuzina,Dizel,2.0,150,10800,Prednji ,Manuelni 6 brzina ,Druga
Peugeot,508,2013,219000,Limuzina,Dizel,2.0,165,8400,Prednji ,Automatski / poluautomatski ,Crna
Peugeot,508,2015,154000,Limuzina,Dizel,2.0,140,10600,Prednji ,Manuelni 6 brzina ,Crna
Peugeot,508,2013,271000,Karavan,Dizel,2.0,165,7250,Prednji ,Automatski / poluautomatski ,Crna
Peugeot,508,2012,169000,Limuzina,Dizel,2.0,165,8990,4x4 ,Automatski / poluautomatski ,Bela
BMW,520,2011,209700,Limuzina,Dizel,2.0,185,12900,Zadnji ,Automatski / poluautomatski ,Plava
BMW,520,2008,230000,Karavan,Dizel,2.0,175,6800,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,160193,Limuzina,Dizel,2.0,150,5950,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2011,228000,Limuzina,Dizel,2.0,185,12250,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,225000,Limuzina,Dizel,2.0,150,6400,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2009,175000,Limuzina,Dizel,2.0,175,8990,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2014,130949,Limuzina,Dizel,2.0,165,15900,Zadnji ,Manuelni 6 brzina ,Plava
BMW,520,2009,177550,Limuzina,Dizel,2.0,165,8450,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2010,220250,Limuzina,Dizel,2.0,185,12450,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2015,273600,Limuzina,Dizel,2.0,190,18700,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2007,212634,Limuzina,Dizel,2.0,150,6790,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2008,206683,Limuzina,Dizel,2.0,165,7990,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2007,168000,Limuzina,Dizel,2.0,175,7790,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2006,303000,Limuzina,Dizel,2.0,165,6800,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2009,246000,Limuzina,Dizel,2.0,175,8650,Zadnji ,Manuelni 6 brzina ,Plava
BMW,520,2008,192369,Limuzina,Dizel,2.0,165,6999,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2011,247000,Limuzina,Dizel,2.0,185,11900,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2006,183666,Limuzina,Dizel,2.0,150,6850,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2009,204000,Limuzina,Dizel,2.0,165,7999,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2006,300000,Limuzina,Dizel,2.0,165,6350,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2011,282000,Limuzina,Dizel,2.0,185,13700,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2006,226000,Limuzina,Dizel,2.0,165,6500,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,218500,Limuzina,Dizel,2.0,150,6800,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2013,209000,Limuzina,Dizel,2.0,145,13800,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,157000,Limuzina,Dizel,2.0,160,6700,Prednji ,Manuelni 6 brzina ,Siva
BMW,520,2011,221870,Karavan,Dizel,2.0,185,11700,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2005,252000,Limuzina,Dizel,2.0,150,5200,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2012,238000,Limuzina,Dizel,2.0,185,14900,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2013,255000,Limuzina,Dizel,2.0,185,14199,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2011,254000,Limuzina,Dizel,2.0,185,13499,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2010,240000,Limuzina,Dizel,2.0,185,11800,Zadnji ,Manuelni 6 brzina ,Druga
BMW,520,2007,181450,Limuzina,Dizel,2.0,150,6899,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2012,198000,Limuzina,Dizel,2.0,190,14999,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2011,186496,Limuzina,Dizel,2.0,185,12299,Zadnji ,Automatski / poluautomatski ,Plava
BMW,520,2006,238000,Limuzina,Dizel,2.0,150,6450,Zadnji ,Manuelni 6 brzina ,Plava
BMW,520,2009,225000,Limuzina,Dizel,2.0,165,7999,Zadnji ,Manuelni 6 brzina ,Druga
BMW,520,2010,205000,Limuzina,Dizel,2.0,185,10500,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2015,201000,Limuzina,Dizel,2.0,190,19250,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2013,184789,Limuzina,Dizel,2.0,185,15650,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2011,242358,Limuzina,Dizel,2.0,185,12750,Prednji ,Automatski / poluautomatski ,Crna
BMW,520,2012,196000,Limuzina,Dizel,2.0,175,14200,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2011,240000,Limuzina,Dizel,2.0,185,12499,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2008,178244,Limuzina,Dizel,2.0,175,7850,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2010,202000,Limuzina,Dizel,2.0,185,12500,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2015,193000,Limuzina,Dizel,2.0,190,17999,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2016,144400,Limuzina,Dizel,2.0,150,15999,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,305000,Karavan,Dizel,2.0,160,6150,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2011,253000,Limuzina,Dizel,2.0,185,12150,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2014,181320,Karavan,Dizel,2.0,185,15499,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2007,259000,Limuzina,Dizel,2.0,150,7390,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2014,178300,Limuzina,Dizel,2.0,185,16350,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2006,245000,Limuzina,Dizel,2.0,160,6450,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2010,280000,Limuzina,Dizel,2.0,185,11900,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2007,240000,Limuzina,Dizel,2.0,175,6700,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2000,264000,Limuzina,Dizel,2.0,135,1800,Zadnji ,Manuelni 5 brzina ,Druga
BMW,520,2007,250000,Limuzina,Dizel,2.0,165,6500,Zadnji ,Manuelni 6 brzina ,Plava
BMW,520,2013,262831,Limuzina,Dizel,2.0,165,12990,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2013,184360,Limuzina,Dizel,2.0,185,15400,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2011,199540,Limuzina,Dizel,2.0,185,13350,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2011,204200,Karavan,Dizel,2.0,185,12200,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2012,210000,Limuzina,Dizel,2.0,190,13000,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2009,212000,Limuzina,Dizel,2.0,175,8600,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2011,275000,Limuzina,Dizel,2.0,185,12700,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2007,208000,Limuzina,Dizel,2.0,165,7300,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2014,157000,Karavan,Dizel,2.0,145,16500,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2006,208400,Limuzina,Dizel,2.0,150,6700,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2006,260000,Limuzina,Dizel,2.0,150,6600,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2008,265730,Limuzina,Dizel,2.0,165,7300,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,230000,Limuzina,Dizel,2.0,150,6000,Zadnji ,Manuelni 6 brzina ,Druga
BMW,520,2012,191600,Limuzina,Benzin,2.0,185,14999,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2005,215146,Limuzina,Dizel,2.0,150,5790,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2016,165000,Limuzina,Dizel,2.0,150,17999,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2015,173500,Limuzina,Dizel,2.0,150,18500,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2006,300000,Limuzina,Dizel,2.0,165,6000,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2008,253609,Limuzina,Dizel,2.0,165,6900,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2015,227000,Limuzina,Dizel,2.0,190,18500,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2008,289000,Limuzina,Dizel,2.0,175,8000,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2011,224060,Limuzina,Dizel,2.0,185,12799,Zadnji ,Manuelni 6 brzina ,Plava
BMW,520,2005,273000,Limuzina,Dizel,2.0,150,5900,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2011,202585,Karavan,Dizel,2.0,185,12100,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2002,254000,Limuzina,Dizel,2.0,135,3890,Zadnji ,Manuelni 5 brzina ,Crna
BMW,520,2008,230683,Limuzina,Dizel,2.0,175,7600,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2011,267143,Karavan,Dizel,2.0,185,11900,Zadnji ,Manuelni 6 brzina ,Druga
BMW,520,2012,283812,Limuzina,Dizel,2.0,185,12500,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2011,243800,Limuzina,Dizel,2.0,185,13200,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2012,228000,Limuzina,Dizel,2.0,185,13500,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2012,183000,Limuzina,Dizel,2.0,165,14000,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2012,216934,Limuzina,Dizel,2.0,185,14999,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2008,250000,Limuzina,Dizel,2.0,175,7400,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2007,241000,Karavan,Dizel,2.0,165,7000,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,265000,Limuzina,Dizel,2.0,150,5800,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2015,183178,Limuzina,Dizel,2.0,165,18290,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2012,280000,Karavan,Dizel,2.0,185,13000,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2008,245000,Limuzina,Dizel,2.0,175,7999,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2006,272085,Limuzina,Dizel,2.0,165,6500,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2012,182000,Limuzina,Dizel,2.0,185,13999,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2003,280000,Karavan,Dizel,2.0,135,3000,Zadnji ,Manuelni 5 brzina ,Siva
BMW,520,2002,180000,Limuzina,Dizel,2.0,135,4500,Zadnji ,Manuelni 5 brzina ,Siva
BMW,520,2013,209000,Limuzina,Dizel,2.0,185,15200,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2006,214240,Limuzina,Dizel,2.0,165,5800,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,203000,Limuzina,Dizel,2.0,165,6190,Prednji ,Automatski / poluautomatski ,Crna
BMW,520,2012,181000,Limuzina,Dizel,2.0,185,14500,Prednji ,Automatski / poluautomatski ,Druga
BMW,520,2008,237650,Limuzina,Dizel,2.0,175,6999,Zadnji ,Manuelni 6 brzina ,Bela
BMW,520,2011,169000,Limuzina,Dizel,2.0,185,13490,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2013,204960,Limuzina,Dizel,2.0,185,15500,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2007,238800,Limuzina,Dizel,2.0,175,6700,Prednji ,Automatski / poluautomatski ,Druga
BMW,520,2010,204800,Limuzina,Dizel,2.0,185,12800,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2015,225000,Limuzina,Dizel,2.0,190,18500,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2010,256000,Limuzina,Dizel,2.0,185,12000,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2001,283000,Limuzina,Benzin,2.0,150,1200,Zadnji ,Manuelni 5 brzina ,Druga
BMW,520,2011,198000,Limuzina,Dizel,2.0,185,12999,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2005,240000,Limuzina,Dizel,2.0,165,5500,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2011,188000,Karavan,Dizel,2.0,185,12999,Zadnji ,Automatski / poluautomatski ,Plava
BMW,520,2008,259186,Karavan,Dizel,2.0,175,6900,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2010,231000,Limuzina,Dizel,2.0,185,12800,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2006,254000,Limuzina,Dizel,2.0,150,6100,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2007,255000,Limuzina,Dizel,2.0,175,7200,Zadnji ,Automatski / poluautomatski ,Plava
BMW,520,2009,287000,Limuzina,Dizel,2.0,175,8499,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2012,182000,Limuzina,Dizel,2.0,185,14700,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2007,270000,Limuzina,Dizel,2.0,160,6800,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2010,295000,Karavan,Dizel,2.0,185,10500,Zadnji ,Manuelni 6 brzina ,Druga
BMW,520,2014,186000,Limuzina,Dizel,2.0,185,15600,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2006,290000,Limuzina,Dizel,2.0,165,5800,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2000,315662,Limuzina,Dizel,2.0,135,2650,Zadnji ,Manuelni 5 brzina ,Crna
BMW,520,2008,290000,Karavan,Dizel,2.0,165,6900,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2007,245000,Limuzina,Dizel,2.0,165,6250,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2015,165000,Limuzina,Dizel,2.0,190,17990,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2008,277752,Limuzina,Dizel,2.0,175,7000,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2001,300000,Limuzina,Dizel,2.0,135,2800,Zadnji ,Manuelni 5 brzina ,Plava
BMW,520,2016,190000,Limuzina,Dizel,2.0,190,18190,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2008,256454,Limuzina,Dizel,2.0,175,8000,Prednji ,Automatski / poluautomatski ,Crna
BMW,520,2008,265000,Limuzina,Dizel,2.0,165,7999,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2011,255000,Limuzina,Dizel,2.0,185,13000,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2012,228500,Limuzina,Dizel,2.0,165,13500,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2012,245216,Limuzina,Dizel,2.0,185,14300,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2007,220000,Karavan,Dizel,2.0,175,6290,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2006,282912,Limuzina,Dizel,2.0,165,6300,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2013,169850,Limuzina,Dizel,2.0,185,14000,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2011,260541,Limuzina,Dizel,2.0,185,12500,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2012,211000,Limuzina,Dizel,2.0,190,14999,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2009,255000,Limuzina,Dizel,2.0,175,8200,Zadnji ,Automatski / poluautomatski ,Plava
BMW,520,2009,248500,Limuzina,Dizel,2.0,175,8500,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2012,203011,Limuzina,Dizel,2.0,185,14000,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2002,222000,Limuzina,Benzin,2.0,135,1899,Zadnji ,Manuelni 5 brzina ,Siva
BMW,520,2011,199560,Limuzina,Dizel,2.0,165,11800,Zadnji ,Manuelni 6 brzina ,Druga
BMW,520,2001,318000,Limuzina,Dizel,2.0,135,2400,Prednji ,Manuelni 5 brzina ,Crna
BMW,520,2013,246000,Limuzina,Dizel,2.0,185,13900,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2001,308100,Limuzina,Dizel,2.0,135,2700,Zadnji ,Manuelni 5 brzina ,Crna
BMW,520,2008,210865,Limuzina,Dizel,2.0,175,7300,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2005,270000,Karavan,Dizel,2.0,165,5500,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2008,263000,Limuzina,Dizel,2.0,175,7500,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2006,200000,Karavan,Dizel,2.0,165,6350,Prednji ,Manuelni 6 brzina ,Crna
BMW,520,2011,270000,Limuzina,Dizel,2.0,185,13600,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2009,300485,Limuzina,Dizel,2.0,175,8200,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2007,297300,Limuzina,Dizel,2.0,165,6600,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2001,297000,Limuzina,Dizel,2.0,135,2499,Zadnji ,Manuelni 5 brzina ,Crna
BMW,520,2012,245000,Limuzina,Dizel,2.0,185,14000,Zadnji ,Manuelni 6 brzina ,Plava
BMW,520,2008,190000,Limuzina,Dizel,2.0,175,7900,Zadnji ,Automatski / poluautomatski ,Plava
BMW,520,2008,220982,Limuzina,Dizel,2.0,175,7000,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2013,195000,Limuzina,Dizel,2.0,165,14800,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2000,301000,Limuzina,Dizel,2.0,135,2600,Zadnji ,Manuelni 5 brzina ,Crna
BMW,520,2008,171000,Limuzina,Benzin,2.0,170,7000,Zadnji ,Manuelni 6 brzina ,Plava
BMW,520,2003,306000,Limuzina,Dizel,2.0,135,3050,Zadnji ,Manuelni 5 brzina ,Plava
BMW,520,2010,183000,Karavan,Dizel,2.0,185,11100,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2011,270000,Karavan,Dizel,2.0,185,13200,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2010,224500,Limuzina,Dizel,2.0,185,10999,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2002,274100,Limuzina,Dizel,2.0,135,2950,Zadnji ,Manuelni 5 brzina ,Siva
BMW,520,2009,236000,Limuzina,Dizel,2.0,175,8700,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2016,234000,Limuzina,Dizel,2.0,190,19500,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2010,186346,Karavan,Dizel,2.0,185,11000,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2013,220000,Limuzina,Dizel,2.0,185,15000,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2010,251000,Limuzina,Dizel,2.0,185,12450,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2012,275000,Karavan,Dizel,2.0,185,13900,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2015,175000,Limuzina,Dizel,2.0,190,17500,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2007,246000,Limuzina,Dizel,2.0,150,7600,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2008,261320,Limuzina,Dizel,2.0,175,8000,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2000,310000,Limuzina,Benzin,2.0,150,1600,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2011,230000,Limuzina,Dizel,2.0,165,12400,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2009,201000,Limuzina,Dizel,2.0,175,9000,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2015,195000,Limuzina,Dizel,2.0,190,18400,4x4 ,Automatski / poluautomatski ,Druga
BMW,520,2008,220485,Limuzina,Dizel,2.0,175,7800,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2008,296000,Limuzina,Dizel,2.0,175,8000,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2013,198000,Karavan,Dizel,2.0,185,14900,4x4 ,Automatski / poluautomatski ,Druga
BMW,520,2008,224172,Limuzina,Dizel,2.0,175,7100,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2009,245000,Limuzina,Dizel,2.0,175,8500,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2008,222000,Karavan,Dizel,2.0,175,7199,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2015,209000,Limuzina,Dizel,2.0,165,17500,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2011,230000,Karavan,Dizel,2.0,185,12000,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2011,225000,Limuzina,Dizel,2.0,185,13500,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2010,202000,Limuzina,Dizel,2.0,185,12500,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2006,279000,Limuzina,Dizel,2.0,160,6590,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2010,300000,Karavan,Dizel,2.0,185,10500,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2006,230000,Limuzina,Dizel,2.0,165,6200,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2013,230000,Karavan,Dizel,2.0,185,13999,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2014,165000,Limuzina,Dizel,2.0,190,15500,Zadnji ,Manuelni 6 brzina ,Bela
BMW,520,2007,241000,Limuzina,Dizel,2.0,165,6500,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2007,229000,Limuzina,Dizel,2.0,165,7700,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2010,256000,Limuzina,Dizel,2.0,185,12600,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2007,210000,Karavan,Dizel,2.0,165,6990,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,228000,Limuzina,Dizel,2.0,165,5950,Prednji ,Manuelni 6 brzina ,Crna
BMW,520,2001,272931,Limuzina,Dizel,2.0,135,3300,Zadnji ,Manuelni 5 brzina ,Druga
BMW,520,2012,215000,Limuzina,Dizel,2.0,165,13990,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2011,197000,Karavan,Dizel,2.0,185,12500,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2005,245000,Limuzina,Dizel,2.0,160,5750,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2011,282000,Limuzina,Dizel,2.0,185,13700,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2006,226000,Limuzina,Dizel,2.0,165,6500,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,218500,Limuzina,Dizel,2.0,150,6800,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2013,209000,Limuzina,Dizel,2.0,145,13800,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2006,157000,Limuzina,Dizel,2.0,160,6700,Prednji ,Manuelni 6 brzina ,Siva
BMW,520,2011,221870,Karavan,Dizel,2.0,185,11700,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2005,252000,Limuzina,Dizel,2.0,150,5200,Zadnji ,Automatski / poluautomatski ,Siva
BMW,520,2012,238000,Limuzina,Dizel,2.0,185,14900,Zadnji ,Automatski / poluautomatski ,Druga
BMW,520,2013,255000,Limuzina,Dizel,2.0,185,14199,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2011,254000,Limuzina,Dizel,2.0,185,13499,Zadnji ,Automatski / poluautomatski ,Crna
BMW,520,2010,240000,Limuzina,Dizel,2.0,185,11800,Zadnji ,Manuelni 6 brzina ,Druga
BMW,520,2007,181450,Limuzina,Dizel,2.0,150,6899,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2012,198000,Limuzina,Dizel,2.0,190,14999,Zadnji ,Automatski / poluautomatski ,Bela
BMW,520,2004,270000,Limuzina,Benzin + Gas (TNG),2.2,170,4500,Zadnji ,Manuelni 6 brzina ,Plava
BMW,520,2004,194253,Limuzina,Benzin + Gas (TNG),2.2,170,5000,Prednji ,Manuelni 6 brzina ,Druga
BMW,520,2001,290000,Limuzina,Benzin + Gas (TNG),2.2,170,2190,Zadnji ,Manuelni 5 brzina ,Siva
BMW,520,2003,228000,Limuzina,Benzin,2.2,170,4990,Zadnji ,Manuelni 6 brzina ,Crna
BMW,520,2003,221000,Limuzina,Benzin + Gas (TNG),2.2,170,4000,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2002,290009,Limuzina,Benzin,2.2,170,3500,Zadnji ,Manuelni 5 brzina ,Druga
BMW,520,2002,250000,Karavan,Benzin + Gas (TNG),2.2,170,1500,Zadnji ,Manuelni 5 brzina ,Crvena
BMW,520,2004,223000,Limuzina,Benzin + Gas (TNG),2.2,170,5500,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2004,278530,Limuzina,Benzin + Gas (TNG),2.2,170,5250,Prednji ,Manuelni 6 brzina ,Crna
BMW,520,2003,316000,Limuzina,Benzin + Gas (TNG),2.2,170,5000,Zadnji ,Manuelni 6 brzina ,Siva
BMW,520,2003,217000,Limuzina,Benzin + Gas (TNG),2.2,170,5000,Zadnji ,Manuelni 6 brzina ,Plava
BMW,520,2004,286000,Limuzina,Benzin,2.2,170,4700,Zadnji ,Manuelni 6 brzina ,Siva
